Institution,Cohort Year,Major,Median earnings: full-time workers
Florida Gulf Coast University (FGCU),5 years after graduation,Anthropology,**
Florida Gulf Coast University (FGCU),10 years after graduation,Anthropology,**
Florida Gulf Coast University (FGCU),10 years after graduation,Anthropology,**
Florida Gulf Coast University (FGCU),10 years after graduation,Anthropology,**
Florida Gulf Coast University (FGCU),1 year after graduation,"Applied Mathematics, General",**
Florida Gulf Coast University (FGCU),1 year after graduation,"Applied Mathematics, General",**
Florida Gulf Coast University (FGCU),1 year after graduation,"Applied Mathematics, General",**
Florida Gulf Coast University (FGCU),5 years after graduation,"Applied Mathematics, General",**
Florida Gulf Coast University (FGCU),5 years after graduation,"Applied Mathematics, General",**
Florida Gulf Coast University (FGCU),5 years after graduation,"Applied Mathematics, General",**
Florida Gulf Coast University (FGCU),10 years after graduation,"Applied Mathematics, General",**
Florida Gulf Coast University (FGCU),10 years after graduation,"Applied Mathematics, General",**
Florida Gulf Coast University (FGCU),10 years after graduation,"Applied Mathematics, General",**
Florida Gulf Coast University (FGCU),1 year after graduation,"Art/Art Studies, General",**
Florida Gulf Coast University (FGCU),1 year after graduation,"Art/Art Studies, General",**
Florida Gulf Coast University (FGCU),1 year after graduation,"Art/Art Studies, General",**
Florida Gulf Coast University (FGCU),5 years after graduation,"Art/Art Studies, General",**
Florida Gulf Coast University (FGCU),5 years after graduation,"Art/Art Studies, General",**
Florida Gulf Coast University (FGCU),5 years after graduation,"Art/Art Studies, General",**
Florida Gulf Coast University (FGCU),10 years after graduation,"Art/Art Studies, General",**
Florida Gulf Coast University (FGCU),10 years after graduation,"Art/Art Studies, General",**
Florida Gulf Coast University (FGCU),10 years after graduation,"Art/Art Studies, General",**
Florida Gulf Coast University (FGCU),1 year after graduation,Athletic Training/Trainer,**
Florida Gulf Coast University (FGCU),1 year after graduation,Athletic Training/Trainer,**
Florida Gulf Coast University (FGCU),1 year after graduation,Athletic Training/Trainer,**
Florida Gulf Coast University (FGCU),5 years after graduation,Athletic Training/Trainer,**
Florida Gulf Coast University (FGCU),5 years after graduation,Athletic Training/Trainer,**
Florida Gulf Coast University (FGCU),5 years after graduation,Athletic Training/Trainer,**
Florida Gulf Coast University (FGCU),10 years after graduation,Athletic Training/Trainer,**
Florida Gulf Coast University (FGCU),10 years after graduation,Athletic Training/Trainer,**
Florida Gulf Coast University (FGCU),10 years after graduation,Athletic Training/Trainer,**
Florida Gulf Coast University (FGCU),1 year after graduation,Biochemistry,**
Florida Gulf Coast University (FGCU),1 year after graduation,Biochemistry,**
Florida Gulf Coast University (FGCU),1 year after graduation,Biochemistry,**
Florida Gulf Coast University (FGCU),5 years after graduation,Biochemistry,**
Florida Gulf Coast University (FGCU),5 years after graduation,Biochemistry,**
Florida Gulf Coast University (FGCU),5 years after graduation,Biochemistry,**
Florida Gulf Coast University (FGCU),10 years after graduation,Biochemistry,**
Florida Gulf Coast University (FGCU),10 years after graduation,Biochemistry,**
Florida Gulf Coast University (FGCU),10 years after graduation,Biochemistry,**
Florida Gulf Coast University (FGCU),1 year after graduation,Bioengineering and Biomedical Engineering,**
Florida Gulf Coast University (FGCU),1 year after graduation,Bioengineering and Biomedical Engineering,**
Florida Gulf Coast University (FGCU),1 year after graduation,Bioengineering and Biomedical Engineering,**
Florida Gulf Coast University (FGCU),5 years after graduation,Bioengineering and Biomedical Engineering,**
Florida Gulf Coast University (FGCU),5 years after graduation,Bioengineering and Biomedical Engineering,**
Florida Gulf Coast University (FGCU),5 years after graduation,Bioengineering and Biomedical Engineering,**
Florida Gulf Coast University (FGCU),10 years after graduation,Bioengineering and Biomedical Engineering,**
Florida Gulf Coast University (FGCU),10 years after graduation,Bioengineering and Biomedical Engineering,**
Florida Gulf Coast University (FGCU),10 years after graduation,Bioengineering and Biomedical Engineering,**
Florida Gulf Coast University (FGCU),1 year after graduation,"Biology/Biological Sciences, General",**
Florida Gulf Coast University (FGCU),1 year after graduation,"Biology/Biological Sciences, General",**
Florida Gulf Coast University (FGCU),1 year after graduation,"Biology/Biological Sciences, General",**
Florida Gulf Coast University (FGCU),5 years after graduation,"Biology/Biological Sciences, General",**
Florida Gulf Coast University (FGCU),5 years after graduation,"Biology/Biological Sciences, General",**
Florida Gulf Coast University (FGCU),5 years after graduation,"Biology/Biological Sciences, General",**
Florida Gulf Coast University (FGCU),10 years after graduation,"Biology/Biological Sciences, General",**
Florida Gulf Coast University (FGCU),10 years after graduation,"Biology/Biological Sciences, General",**
Florida Gulf Coast University (FGCU),10 years after graduation,"Biology/Biological Sciences, General",**
Florida Gulf Coast University (FGCU),1 year after graduation,Biotechnology,**
Florida Gulf Coast University (FGCU),1 year after graduation,Biotechnology,**
Florida Gulf Coast University (FGCU),1 year after graduation,Biotechnology,**
Florida Gulf Coast University (FGCU),5 years after graduation,Biotechnology,**
Florida Gulf Coast University (FGCU),5 years after graduation,Biotechnology,**
Florida Gulf Coast University (FGCU),5 years after graduation,Biotechnology,**
